timestamp,model_name,output_name,quant_format,base_config_path,generated_config_path,status,acc1,acc5,certainty,ref_acc1,ref_acc5,ref_certainty,acc_drop,weight_comp_red,weight_comp_share,input_comp_red,input_comp_share,exec_error,report_path
2026-03-24 11:22:34,resnet152,ref_fp32,fp8,,,NO_QUANT,82.346,95.92,0.6945610799980163,0.0,0.0,,,,,,,,
2026-03-24 11:22:34,resnet152,baseline_fp2_e1m0,fp2_e1m0,,,SUCCESS,0.106,0.502,0.9778046118736267,0.0,0.0,,,,,,,,
2026-03-24 11:22:34,resnet152,baseline_fp3_e1m1,fp3_e1m1,,,SUCCESS,0.14,0.586,0.411560795507431,0.0,0.0,,,,,,,,
2026-03-24 11:22:34,resnet152,baseline_fp4_e1m2,fp4_e1m2,,,SUCCESS,50.214,73.198,0.4958066253566742,0.0,0.0,,,,,,,,
2026-03-24 11:22:34,resnet152,baseline_fp5_e1m3,fp5_e1m3,,,SUCCESS,74.56,91.744,0.6025905251312256,0.0,0.0,,,,,,,,
2026-03-24 11:22:34,resnet152,baseline_fp6_e1m4,fp6_e1m4,,,SUCCESS,81.594,95.664,0.6841305572319031,0.0,0.0,,,,,,,,
2026-03-24 11:22:34,resnet152,baseline_fp7_e1m5,fp7_e1m5,,,SUCCESS,81.974,95.808,0.6885712722587586,0.0,0.0,,,,,,,,
2026-03-24 11:22:34,resnet152,baseline_fp8_e1m6,fp8_e1m6,,,SUCCESS,82.308,95.958,0.6968160605049133,0.0,0.0,,,,,,,,
2026-03-24 11:30:52,resnet152,ref_fp32,fp8,,,NO_QUANT,82.346,95.92,0.6945610799980163,0.0,0.0,,,,,,,,
2026-03-24 11:30:52,resnet152,baseline_fp2_e1m0,fp2_e1m0,,,SUCCESS,0.106,0.502,0.9778046118736267,0.0,0.0,,,,,,,,
2026-03-24 11:30:52,resnet152,baseline_fp3_e1m1,fp3_e1m1,,,SUCCESS,0.14,0.586,0.411560795507431,0.0,0.0,,,,,,,,
2026-03-24 11:30:52,resnet152,baseline_fp4_e1m2,fp4_e1m2,,,SUCCESS,50.214,73.198,0.4958066253566742,0.0,0.0,,,,,,,,
2026-03-24 11:30:52,resnet152,baseline_fp5_e1m3,fp5_e1m3,,,SUCCESS,74.56,91.744,0.6025905251312256,0.0,0.0,,,,,,,,
2026-03-24 11:30:52,resnet152,baseline_fp6_e1m4,fp6_e1m4,,,SUCCESS,81.594,95.664,0.6841305572319031,0.0,0.0,,,,,,,,
2026-03-24 11:30:52,resnet152,baseline_fp7_e1m5,fp7_e1m5,,,SUCCESS,81.974,95.808,0.6885712722587586,0.0,0.0,,,,,,,,
2026-03-24 11:30:52,resnet152,baseline_fp8_e1m6,fp8_e1m6,,,SUCCESS,82.308,95.958,0.6968160605049133,0.0,0.0,,,,,,,,
2026-03-24 11:30:52,resnet152,baseline_fp3_e2m0,fp3_e2m0,,,SUCCESS,0.14,0.554,0.16490576298236848,0.0,0.0,,,,,,,,
2026-03-24 11:30:52,resnet152,baseline_fp4_e3m0,fp4_e3m0,,,SUCCESS,0.14,0.696,0.1888807226705551,0.0,0.0,,,,,,,,
2026-03-24 11:30:52,resnet152,baseline_fp5_e4m0,fp5_e4m0,,,SUCCESS,0.144,0.702,0.18886096969604493,0.0,0.0,,,,,,,,
2026-03-24 11:30:52,resnet152,baseline_fp6_e5m0,fp6_e5m0,,,SUCCESS,0.144,0.7,0.18886144973278046,0.0,0.0,,,,,,,,
2026-03-24 11:30:52,resnet152,baseline_fp7_e6m0,fp7_e6m0,,,SUCCESS,0.144,0.7,0.18886144973278046,0.0,0.0,,,,,,,,
2026-03-24 11:30:52,resnet152,baseline_fp8_e7m0,fp8_e7m0,,,SUCCESS,0.144,0.7,0.18886144973278046,0.0,0.0,,,,,,,,
2026-03-24 12:36:24,resnet152,ref_fp32,fp8,,,NO_QUANT,82.342,95.922,0.6945617178916931,0.0,0.0,,,,,,,,
2026-03-24 12:36:24,resnet152,baseline_fp2_e1m0,fp2_e1m0,,,SUCCESS,0.106,0.5,0.9778040269470215,0.0,0.0,,,,,,,,
2026-03-24 12:36:24,resnet152,baseline_fp3_e1m1,fp3_e1m1,,,SUCCESS,0.14,0.588,0.4115615358543396,0.0,0.0,,,,,,,,
2026-03-24 12:36:24,resnet152,baseline_fp4_e1m2,fp4_e1m2,,,SUCCESS,50.228,73.2,0.4958054154586792,0.0,0.0,,,,,,,,
2026-03-24 12:36:24,resnet152,baseline_fp5_e1m3,fp5_e1m3,,,SUCCESS,74.56,91.742,0.6025921284675598,0.0,0.0,,,,,,,,
2026-03-24 12:36:24,resnet152,baseline_fp6_e1m4,fp6_e1m4,,,SUCCESS,81.596,95.666,0.6841285476875305,0.0,0.0,,,,,,,,
2026-03-24 12:36:24,resnet152,baseline_fp7_e1m5,fp7_e1m5,,,SUCCESS,81.976,95.81,0.6885699241256714,0.0,0.0,,,,,,,,
2026-03-24 12:36:24,resnet152,baseline_fp8_e1m6,fp8_e1m6,,,SUCCESS,82.31,95.956,0.6968161773300171,0.0,0.0,,,,,,,,
2026-03-24 12:36:24,resnet152,baseline_fp3_e2m0,fp3_e2m0,,,SUCCESS,0.14,0.554,0.16490608716487884,0.0,0.0,,,,,,,,
2026-03-24 12:36:24,resnet152,baseline_fp4_e3m0,fp4_e3m0,,,SUCCESS,0.14,0.694,0.18888012598991394,0.0,0.0,,,,,,,,
2026-03-24 12:36:24,resnet152,baseline_fp5_e4m0,fp5_e4m0,,,SUCCESS,0.144,0.7,0.18886113493442536,0.0,0.0,,,,,,,,
2026-03-24 12:36:24,resnet152,baseline_fp6_e5m0,fp6_e5m0,,,SUCCESS,0.144,0.7,0.18886168107032775,0.0,0.0,,,,,,,,
2026-03-24 12:36:24,resnet152,baseline_fp7_e6m0,fp7_e6m0,,,SUCCESS,0.144,0.7,0.18886168107032775,0.0,0.0,,,,,,,,
2026-03-24 12:36:24,resnet152,baseline_fp8_e7m0,fp8_e7m0,,,SUCCESS,0.144,0.7,0.18886168107032775,0.0,0.0,,,,,,,,
2026-03-26 16:44:10,resnet152,ref_fp32,fp8,,,NO_QUANT,82.342,95.922,0.6945617178916931,0.0,0.0,,,,,,,,
2026-03-26 16:44:10,resnet152,baseline_fp2_e1m0,fp2_e1m0,,,SUCCESS,0.106,0.5,0.9778040269470215,0.0,0.0,,,,,,,,
2026-03-26 16:44:10,resnet152,baseline_fp3_e1m1,fp3_e1m1,,,SUCCESS,0.14,0.588,0.4115615358543396,0.0,0.0,,,,,,,,
2026-03-26 16:44:10,resnet152,baseline_fp4_e1m2,fp4_e1m2,,,SUCCESS,50.228,73.2,0.4958054154586792,0.0,0.0,,,,,,,,
2026-03-26 16:44:10,resnet152,baseline_fp5_e1m3,fp5_e1m3,,,SUCCESS,74.56,91.742,0.6025921284675598,0.0,0.0,,,,,,,,
2026-03-26 16:44:10,resnet152,baseline_fp6_e1m4,fp6_e1m4,,,SUCCESS,81.596,95.666,0.6841285476875305,0.0,0.0,,,,,,,,
2026-03-26 16:44:10,resnet152,baseline_fp7_e1m5,fp7_e1m5,,,SUCCESS,81.976,95.81,0.6885699241256714,0.0,0.0,,,,,,,,
2026-03-26 16:44:10,resnet152,baseline_fp8_e1m6,fp8_e1m6,,,SUCCESS,82.31,95.956,0.6968161773300171,0.0,0.0,,,,,,,,
2026-03-26 16:44:10,resnet152,baseline_fp3_e2m0,fp3_e2m0,,,SUCCESS,0.14,0.554,0.16490608716487884,0.0,0.0,,,,,,,,
2026-03-26 16:44:10,resnet152,baseline_fp4_e3m0,fp4_e3m0,,,SUCCESS,0.14,0.694,0.18888012598991394,0.0,0.0,,,,,,,,
2026-03-26 16:44:10,resnet152,baseline_fp5_e4m0,fp5_e4m0,,,SUCCESS,0.144,0.7,0.18886113493442536,0.0,0.0,,,,,,,,
2026-03-26 16:44:10,resnet152,baseline_fp6_e5m0,fp6_e5m0,,,SUCCESS,0.144,0.7,0.18886168107032775,0.0,0.0,,,,,,,,
2026-03-26 16:44:10,resnet152,baseline_fp7_e6m0,fp7_e6m0,,,SUCCESS,0.144,0.7,0.18886168107032775,0.0,0.0,,,,,,,,
2026-03-26 16:44:10,resnet152,baseline_fp8_e7m0,fp8_e7m0,,,SUCCESS,0.144,0.7,0.18886168107032775,0.0,0.0,,,,,,,,
