timestamp,model_name,output_name,quant_format,base_config_path,generated_config_path,status,acc1,acc5,certainty,ref_acc1,ref_acc5,ref_certainty,acc_drop,weight_comp_red,weight_comp_share,input_comp_red,input_comp_share,exec_error,report_path
2026-03-24 12:46:40,shufflenet_v2_x2_0,ref_fp32,fp8,,,NO_QUANT,76.2,92.888,0.4633599730682373,0.0,0.0,,,,,,,,
2026-03-24 12:46:40,shufflenet_v2_x2_0,baseline_fp2_e1m0,fp2_e1m0,,,SUCCESS,0.09,0.494,0.9593202165222168,0.0,0.0,,,,,,,,
2026-03-24 12:46:40,shufflenet_v2_x2_0,baseline_fp3_e1m1,fp3_e1m1,,,SUCCESS,0.1,0.506,0.8435166231155395,0.0,0.0,,,,,,,,
2026-03-24 12:46:40,shufflenet_v2_x2_0,baseline_fp4_e1m2,fp4_e1m2,,,SUCCESS,0.818,3.316,0.26119209757804873,0.0,0.0,,,,,,,,
2026-03-24 12:46:40,shufflenet_v2_x2_0,baseline_fp5_e1m3,fp5_e1m3,,,SUCCESS,44.514,69.642,0.2025825355529785,0.0,0.0,,,,,,,,
2026-03-24 12:46:40,shufflenet_v2_x2_0,baseline_fp6_e1m4,fp6_e1m4,,,SUCCESS,67.35,87.66,0.3723299732494354,0.0,0.0,,,,,,,,
2026-03-24 12:46:40,shufflenet_v2_x2_0,baseline_fp7_e1m5,fp7_e1m5,,,SUCCESS,73.962,91.652,0.4370543888473511,0.0,0.0,,,,,,,,
2026-03-24 12:46:40,shufflenet_v2_x2_0,baseline_fp8_e1m6,fp8_e1m6,,,SUCCESS,75.916,92.79,0.4541655490779877,0.0,0.0,,,,,,,,
2026-03-24 12:46:40,shufflenet_v2_x2_0,baseline_fp3_e2m0,fp3_e2m0,,,SUCCESS,0.124,0.508,0.05381968089342117,0.0,0.0,,,,,,,,
2026-03-24 12:46:40,shufflenet_v2_x2_0,baseline_fp4_e3m0,fp4_e3m0,,,SUCCESS,0.106,0.524,0.007900017159879208,0.0,0.0,,,,,,,,
2026-03-24 12:46:40,shufflenet_v2_x2_0,baseline_fp5_e4m0,fp5_e4m0,,,SUCCESS,0.108,0.52,0.007931111818253993,0.0,0.0,,,,,,,,
2026-03-24 12:46:40,shufflenet_v2_x2_0,baseline_fp6_e5m0,fp6_e5m0,,,SUCCESS,0.108,0.52,0.007931132993996143,0.0,0.0,,,,,,,,
2026-03-24 12:46:40,shufflenet_v2_x2_0,baseline_fp7_e6m0,fp7_e6m0,,,SUCCESS,0.108,0.52,0.007931132993996143,0.0,0.0,,,,,,,,
2026-03-24 12:46:40,shufflenet_v2_x2_0,baseline_fp8_e7m0,fp8_e7m0,,,SUCCESS,0.108,0.52,0.007931132993996143,0.0,0.0,,,,,,,,
2026-03-26 17:02:37,shufflenet_v2_x2_0,ref_fp32,fp8,,,NO_QUANT,76.2,92.888,0.4633599730682373,0.0,0.0,,,,,,,,
2026-03-26 17:02:37,shufflenet_v2_x2_0,baseline_fp2_e1m0,fp2_e1m0,,,SUCCESS,0.09,0.494,0.9593202165222168,0.0,0.0,,,,,,,,
2026-03-26 17:02:37,shufflenet_v2_x2_0,baseline_fp3_e1m1,fp3_e1m1,,,SUCCESS,0.1,0.506,0.8435166231155395,0.0,0.0,,,,,,,,
2026-03-26 17:02:37,shufflenet_v2_x2_0,baseline_fp4_e1m2,fp4_e1m2,,,SUCCESS,0.818,3.316,0.26119209757804873,0.0,0.0,,,,,,,,
2026-03-26 17:02:37,shufflenet_v2_x2_0,baseline_fp5_e1m3,fp5_e1m3,,,SUCCESS,44.514,69.642,0.2025825355529785,0.0,0.0,,,,,,,,
2026-03-26 17:02:37,shufflenet_v2_x2_0,baseline_fp6_e1m4,fp6_e1m4,,,SUCCESS,67.35,87.66,0.3723299732494354,0.0,0.0,,,,,,,,
2026-03-26 17:02:37,shufflenet_v2_x2_0,baseline_fp7_e1m5,fp7_e1m5,,,SUCCESS,73.962,91.652,0.4370543888473511,0.0,0.0,,,,,,,,
2026-03-26 17:02:37,shufflenet_v2_x2_0,baseline_fp8_e1m6,fp8_e1m6,,,SUCCESS,75.916,92.79,0.4541655490779877,0.0,0.0,,,,,,,,
2026-03-26 17:02:37,shufflenet_v2_x2_0,baseline_fp3_e2m0,fp3_e2m0,,,SUCCESS,0.124,0.508,0.05381968089342117,0.0,0.0,,,,,,,,
2026-03-26 17:02:37,shufflenet_v2_x2_0,baseline_fp4_e3m0,fp4_e3m0,,,SUCCESS,0.106,0.524,0.007900017159879208,0.0,0.0,,,,,,,,
2026-03-26 17:02:37,shufflenet_v2_x2_0,baseline_fp5_e4m0,fp5_e4m0,,,SUCCESS,0.108,0.52,0.007931111818253993,0.0,0.0,,,,,,,,
2026-03-26 17:02:37,shufflenet_v2_x2_0,baseline_fp6_e5m0,fp6_e5m0,,,SUCCESS,0.108,0.52,0.007931132993996143,0.0,0.0,,,,,,,,
2026-03-26 17:02:37,shufflenet_v2_x2_0,baseline_fp7_e6m0,fp7_e6m0,,,SUCCESS,0.108,0.52,0.007931132993996143,0.0,0.0,,,,,,,,
2026-03-26 17:02:37,shufflenet_v2_x2_0,baseline_fp8_e7m0,fp8_e7m0,,,SUCCESS,0.108,0.52,0.007931132993996143,0.0,0.0,,,,,,,,
