timestamp,model_name,output_name,quant_format,base_config_path,generated_config_path,status,acc1,acc5,certainty,ref_acc1,ref_acc5,ref_certainty,acc_drop,weight_comp_red,weight_comp_share,input_comp_red,input_comp_share,exec_error,report_path
2026-03-24 13:13:59,wide_resnet101_2,ref_fp32,fp8,,,NO_QUANT,78.842,94.278,0.8416328775024414,0.0,0.0,,,,,,,,
2026-03-24 13:13:59,wide_resnet101_2,baseline_fp2_e1m0,fp2_e1m0,,,SUCCESS,0.09,0.526,0.40604711184501646,0.0,0.0,,,,,,,,
2026-03-24 13:13:59,wide_resnet101_2,baseline_fp3_e1m1,fp3_e1m1,,,SUCCESS,18.104,36.138,0.13260124221563338,0.0,0.0,,,,,,,,
2026-03-24 13:13:59,wide_resnet101_2,baseline_fp4_e1m2,fp4_e1m2,,,SUCCESS,67.348,87.468,0.702553425769806,0.0,0.0,,,,,,,,
2026-03-24 13:13:59,wide_resnet101_2,baseline_fp5_e1m3,fp5_e1m3,,,SUCCESS,72.794,91.25,0.7897021602630615,0.0,0.0,,,,,,,,
2026-03-24 13:13:59,wide_resnet101_2,baseline_fp6_e1m4,fp6_e1m4,,,SUCCESS,78.01,93.976,0.834845668182373,0.0,0.0,,,,,,,,
2026-03-24 13:13:59,wide_resnet101_2,baseline_fp7_e1m5,fp7_e1m5,,,SUCCESS,78.63,94.174,0.8391111525917053,0.0,0.0,,,,,,,,
2026-03-24 13:13:59,wide_resnet101_2,baseline_fp8_e1m6,fp8_e1m6,,,SUCCESS,78.864,94.266,0.8400758071708679,0.0,0.0,,,,,,,,
2026-03-24 13:13:59,wide_resnet101_2,baseline_fp3_e2m0,fp3_e2m0,,,SUCCESS,0.098,0.536,0.02727062636733055,0.0,0.0,,,,,,,,
2026-03-24 13:13:59,wide_resnet101_2,baseline_fp4_e3m0,fp4_e3m0,,,SUCCESS,0.106,0.596,0.026313139898180963,0.0,0.0,,,,,,,,
2026-03-24 13:13:59,wide_resnet101_2,baseline_fp5_e4m0,fp5_e4m0,,,SUCCESS,0.106,0.594,0.026682691349983214,0.0,0.0,,,,,,,,
2026-03-24 13:13:59,wide_resnet101_2,baseline_fp6_e5m0,fp6_e5m0,,,SUCCESS,0.106,0.594,0.02668267082452774,0.0,0.0,,,,,,,,
2026-03-24 13:13:59,wide_resnet101_2,baseline_fp7_e6m0,fp7_e6m0,,,SUCCESS,0.106,0.594,0.02668267082452774,0.0,0.0,,,,,,,,
2026-03-24 13:13:59,wide_resnet101_2,baseline_fp8_e7m0,fp8_e7m0,,,SUCCESS,0.106,0.594,0.02668267082452774,0.0,0.0,,,,,,,,
2026-03-26 17:26:24,wide_resnet101_2,ref_fp32,fp8,,,NO_QUANT,78.842,94.278,0.8416328775024414,0.0,0.0,,,,,,,,
2026-03-26 17:26:24,wide_resnet101_2,baseline_fp2_e1m0,fp2_e1m0,,,SUCCESS,0.09,0.526,0.40604711184501646,0.0,0.0,,,,,,,,
2026-03-26 17:26:24,wide_resnet101_2,baseline_fp3_e1m1,fp3_e1m1,,,SUCCESS,18.104,36.138,0.13260124221563338,0.0,0.0,,,,,,,,
2026-03-26 17:26:24,wide_resnet101_2,baseline_fp4_e1m2,fp4_e1m2,,,SUCCESS,67.348,87.468,0.702553425769806,0.0,0.0,,,,,,,,
2026-03-26 17:26:24,wide_resnet101_2,baseline_fp5_e1m3,fp5_e1m3,,,SUCCESS,72.794,91.25,0.7897021602630615,0.0,0.0,,,,,,,,
2026-03-26 17:26:24,wide_resnet101_2,baseline_fp6_e1m4,fp6_e1m4,,,SUCCESS,78.01,93.976,0.834845668182373,0.0,0.0,,,,,,,,
2026-03-26 17:26:24,wide_resnet101_2,baseline_fp7_e1m5,fp7_e1m5,,,SUCCESS,78.63,94.174,0.8391111525917053,0.0,0.0,,,,,,,,
2026-03-26 17:26:24,wide_resnet101_2,baseline_fp8_e1m6,fp8_e1m6,,,SUCCESS,78.864,94.266,0.8400758071708679,0.0,0.0,,,,,,,,
2026-03-26 17:26:24,wide_resnet101_2,baseline_fp3_e2m0,fp3_e2m0,,,SUCCESS,0.098,0.536,0.02727062636733055,0.0,0.0,,,,,,,,
2026-03-26 17:26:24,wide_resnet101_2,baseline_fp4_e3m0,fp4_e3m0,,,SUCCESS,0.106,0.596,0.026313139898180963,0.0,0.0,,,,,,,,
2026-03-26 17:26:24,wide_resnet101_2,baseline_fp5_e4m0,fp5_e4m0,,,SUCCESS,0.106,0.594,0.026682691349983214,0.0,0.0,,,,,,,,
2026-03-26 17:26:24,wide_resnet101_2,baseline_fp6_e5m0,fp6_e5m0,,,SUCCESS,0.106,0.594,0.02668267082452774,0.0,0.0,,,,,,,,
2026-03-26 17:26:24,wide_resnet101_2,baseline_fp7_e6m0,fp7_e6m0,,,SUCCESS,0.106,0.594,0.02668267082452774,0.0,0.0,,,,,,,,
2026-03-26 17:26:24,wide_resnet101_2,baseline_fp8_e7m0,fp8_e7m0,,,SUCCESS,0.106,0.594,0.02668267082452774,0.0,0.0,,,,,,,,
