timestamp,model_name,output_name,quant_format,base_config_path,generated_config_path,status,acc1,acc5,certainty,ref_acc1,ref_acc5,ref_certainty,acc_drop,weight_comp_red,weight_comp_share,input_comp_red,input_comp_share,exec_error,report_path
2026-03-24 13:00:11,vgg19_bn,ref_fp32,fp8,,,NO_QUANT,74.234,91.85,0.7791328435134888,0.0,0.0,,,,,,,,
2026-03-24 13:00:11,vgg19_bn,baseline_fp2_e1m0,fp2_e1m0,,,SUCCESS,0.122,0.514,0.3396902671432495,0.0,0.0,,,,,,,,
2026-03-24 13:00:11,vgg19_bn,baseline_fp3_e1m1,fp3_e1m1,,,SUCCESS,10.914,24.968,0.2496238676548004,0.0,0.0,,,,,,,,
2026-03-24 13:00:11,vgg19_bn,baseline_fp4_e1m2,fp4_e1m2,,,SUCCESS,62.354,84.592,0.6833997866439819,0.0,0.0,,,,,,,,
2026-03-24 13:00:11,vgg19_bn,baseline_fp5_e1m3,fp5_e1m3,,,SUCCESS,72.078,90.818,0.7758664906120301,0.0,0.0,,,,,,,,
2026-03-24 13:00:11,vgg19_bn,baseline_fp6_e1m4,fp6_e1m4,,,SUCCESS,73.81,91.7,0.7759715700149536,0.0,0.0,,,,,,,,
2026-03-24 13:00:11,vgg19_bn,baseline_fp7_e1m5,fp7_e1m5,,,SUCCESS,74.06,91.798,0.7770205484771728,0.0,0.0,,,,,,,,
2026-03-24 13:00:11,vgg19_bn,baseline_fp8_e1m6,fp8_e1m6,,,SUCCESS,74.158,91.812,0.7787414171028137,0.0,0.0,,,,,,,,
2026-03-24 13:00:11,vgg19_bn,baseline_fp3_e2m0,fp3_e2m0,,,SUCCESS,0.372,1.496,0.02249884392440319,0.0,0.0,,,,,,,,
2026-03-24 13:00:11,vgg19_bn,baseline_fp4_e3m0,fp4_e3m0,,,SUCCESS,0.412,1.684,0.019897082238793374,0.0,0.0,,,,,,,,
2026-03-24 13:00:11,vgg19_bn,baseline_fp5_e4m0,fp5_e4m0,,,SUCCESS,0.412,1.672,0.019820590489506722,0.0,0.0,,,,,,,,
2026-03-24 13:00:11,vgg19_bn,baseline_fp6_e5m0,fp6_e5m0,,,SUCCESS,0.412,1.672,0.019820573934316636,0.0,0.0,,,,,,,,
2026-03-24 13:00:11,vgg19_bn,baseline_fp7_e6m0,fp7_e6m0,,,SUCCESS,0.412,1.672,0.019820573934316636,0.0,0.0,,,,,,,,
2026-03-24 13:00:11,vgg19_bn,baseline_fp8_e7m0,fp8_e7m0,,,SUCCESS,0.412,1.672,0.019820573934316636,0.0,0.0,,,,,,,,
