timestamp,model_name,output_name,quant_format,base_config_path,generated_config_path,status,acc1,acc5,certainty,ref_acc1,ref_acc5,ref_certainty,acc_drop,weight_comp_red,weight_comp_share,input_comp_red,input_comp_share,exec_error,report_path
2026-03-24 12:23:18,googlenet,ref_fp32,fp8,,,NO_QUANT,69.786,89.54,0.6351720072650909,0.0,0.0,,,,,,,,
2026-03-24 12:23:18,googlenet,baseline_fp2_e1m0,fp2_e1m0,,,SUCCESS,0.112,0.55,0.155457451543808,0.0,0.0,,,,,,,,
2026-03-24 12:23:18,googlenet,baseline_fp3_e1m1,fp3_e1m1,,,SUCCESS,0.236,1.062,0.421258176984787,0.0,0.0,,,,,,,,
2026-03-24 12:23:18,googlenet,baseline_fp4_e1m2,fp4_e1m2,,,SUCCESS,27.328,49.294,0.26568237178325654,0.0,0.0,,,,,,,,
2026-03-24 12:23:18,googlenet,baseline_fp5_e1m3,fp5_e1m3,,,SUCCESS,54.052,78.148,0.45573422466278074,0.0,0.0,,,,,,,,
2026-03-24 12:23:18,googlenet,baseline_fp6_e1m4,fp6_e1m4,,,SUCCESS,68.766,88.788,0.6332597613716126,0.0,0.0,,,,,,,,
2026-03-24 12:23:18,googlenet,baseline_fp7_e1m5,fp7_e1m5,,,SUCCESS,69.612,89.416,0.6316283857059479,0.0,0.0,,,,,,,,
2026-03-24 12:23:18,googlenet,baseline_fp8_e1m6,fp8_e1m6,,,SUCCESS,69.734,89.492,0.6315429747581482,0.0,0.0,,,,,,,,
2026-03-24 12:23:18,googlenet,baseline_fp3_e2m0,fp3_e2m0,,,SUCCESS,0.198,0.88,0.19150840026378632,0.0,0.0,,,,,,,,
2026-03-24 12:23:18,googlenet,baseline_fp4_e3m0,fp4_e3m0,,,SUCCESS,0.494,1.846,0.12603596443891527,0.0,0.0,,,,,,,,
2026-03-24 12:23:18,googlenet,baseline_fp5_e4m0,fp5_e4m0,,,SUCCESS,0.488,1.87,0.12587780956745148,0.0,0.0,,,,,,,,
2026-03-24 12:23:18,googlenet,baseline_fp6_e5m0,fp6_e5m0,,,SUCCESS,0.488,1.87,0.12587886295080186,0.0,0.0,,,,,,,,
2026-03-24 12:23:18,googlenet,baseline_fp7_e6m0,fp7_e6m0,,,SUCCESS,0.488,1.87,0.12587886295080186,0.0,0.0,,,,,,,,
2026-03-24 12:23:18,googlenet,baseline_fp8_e7m0,fp8_e7m0,,,SUCCESS,0.488,1.87,0.12587886295080186,0.0,0.0,,,,,,,,
